book_id,tag_id,count
12873,22743,593
12898,23743,3577
12898,7457,3510
12898,11743,1535
12898,8717,803
12898,11557,689
12898,23727,671
12898,26735,605
12898,7404,574
12898,30574,547
12914,30574,42714
12914,7457,3276
12914,8717,1806
12914,23831,1572
12914,11743,749
12914,21024,534
12923,30574,9875
12923,7457,868
12923,13446,715
12930,30574,20903
12930,33114,1750
12930,8717,1247
12930,10064,1061
12930,11743,960
12930,10059,929
12930,11305,878
12930,32989,742
12930,27199,617
12930,26837,547
12936,30574,2250
12936,10064,1417
12936,11743,1306
12936,11557,978
12936,27199,686
12938,30574,47026
12938,7457,4636
12938,23743,3266
12938,8717,2311
12938,27438,1700
12938,9886,1357
12938,11557,1141
12938,11743,1026
12938,7404,693
12938,23727,624
12948,8717,2261
12948,14821,1512
12948,11743,1388
12948,13446,630
12948,7404,526
12957,30574,54638
12957,7457,5209
12957,23743,3189
12957,11557,1900
12957,27438,1661
12957,11743,989
12957,9886,984
12957,7404,813
12957,23727,561
12967,30574,2676
12985,30574,1017
12996,7457,6830
12996,8717,4342
12996,23743,4264
12996,30574,2403
12996,27438,2090
12996,9886,1594
12996,11743,1434
12996,11557,1349
12996,7404,1049
12996,26735,747
12996,22743,556
12996,18367,527
13006,30574,32072
13006,7457,4654
13006,8717,2713
13006,27438,1520
13006,9886,1081
13006,11743,1060
13006,7404,722
13006,26735,617
13006,11557,593
13006,14487,528
13006,23727,510
13020,30574,7182
13020,23743,936
13020,7457,862
13020,27438,736
13023,30574,138759
13023,8717,6917
13023,7457,6210
13023,11305,3840
13023,11557,2460
13023,11743,2096
13023,6953,1254
13023,7404,1210
13023,6857,931
13023,5207,818
13023,22743,757
13023,6888,572
13060,30574,1163
13061,30574,2492
13064,30574,3219
13066,30574,776
13074,30574,2126
13079,30574,5860
13079,11743,588
13083,30574,14837
13083,8717,904
13083,33114,748
13083,11743,510
13103,30574,2986
13103,11743,661
13105,30574,645
13128,30574,1847
13128,16095,893
13128,8717,539
13130,30574,5585
13130,16095,579
13131,30574,10209
13131,16095,981
13131,20939,653
13133,30574,3661
13133,16095,695
13134,30574,3671
13134,16095,531
13136,30574,1434
13136,16095,1155
13136,20939,1027
13136,8717,968
13137,30574,86007
13137,20939,1701
13137,16095,1335
13137,11743,641
13137,8517,542
13137,30358,516
13139,30574,4756
13139,33114,1157
13139,11557,1016
13139,8717,812
13139,11305,809
13139,26771,595
13139,26837,585
13139,16095,549
13140,30574,3115
13140,16095,993
13140,8717,724
13140,20939,636
13145,30574,85532
13145,8717,1939
13145,20939,1563
13145,16095,1265
13145,11743,892
13145,30358,830
13145,8517,634
13147,30574,2564
13147,16095,695
13148,30574,6797
13148,20939,1225
13148,16095,1189
13148,8717,921
13148,11743,735
13148,30358,656
13151,30574,2562
13151,16095,857
13152,30574,23760
13152,11557,2240
13152,33114,2011
13152,11305,1500
13152,26771,999
13152,26837,985
13152,32989,892
13152,8717,772
13152,16095,679
13152,27199,677
13152,11743,537
13152,19496,517
13153,30574,827
13153,16095,544
13157,30574,2494
13162,16095,685
13214,30574,56258
13214,21689,2394
13214,7457,2119
13214,8717,1602
13214,19733,1451
13214,11557,1329
13214,4605,1081
13214,21773,1028
13214,11743,620
13214,3611,539
13214,19742,503
13258,30574,6861
13270,30574,12342
13270,23471,965
13270,8717,520
13360,8717,2008
13360,30574,510
13374,30574,7872
13376,30574,38175
13376,33114,1652
13376,8717,1135
13376,11557,1103
13376,26837,1037
13376,32989,775
13376,26771,755
13376,10059,601
13376,10064,598
13440,30574,28539
13440,14821,2477
13440,28663,1396
13440,8717,1063
13440,11743,721
13440,27669,711
13496,30574,28358
13496,11743,7784
13496,8717,7230
13496,22743,3383
13496,10731,1593
13496,11590,1512
13496,11305,1422
13496,26785,1328
13496,17213,1311
13496,1642,1245
13496,14361,1127
13496,1691,1102
13496,22753,1056
13496,1377,907
13496,9882,851
13496,11370,778
13496,10729,775
13496,12811,740
13496,3389,725
13496,9221,679
13496,11557,638
13496,3392,618
13496,10197,599
13496,13070,579
13496,22034,576
13496,20774,551
13496,1659,515
13496,1416,514
13496,22330,509
13497,11305,21423
13497,11743,4169
13497,11557,4144
13497,22743,1954
13497,5207,1688
13497,27199,1295
13497,10731,1025
13497,1377,778
13497,26785,777
13497,17213,750
13497,30574,681
13497,14361,630
13497,12811,558
13497,22753,552
13497,1642,519
13501,30574,11239
13501,11305,952
13521,30574,3299
13529,30574,7796
13529,14487,1550
13529,11743,1008
13529,8717,798
13570,30574,14381
13570,19052,2348
13614,30574,3206
13615,30574,8178
13615,19175,1112
13615,8717,713
13616,30574,3103
13616,19175,600
13617,30574,3119
13617,19052,2258
13617,19175,566
13618,19052,1668
13618,19175,1667
13618,30574,790
13619,30574,3451
13619,19052,1803
13619,19175,1802
13620,30574,3076
13620,19052,2126
13620,19175,533
13642,30574,3141
13642,11743,1472
13642,11557,1289
13642,33114,1011
13651,30574,8416
13651,26837,2313
13651,26771,1629
13651,11743,1120
13651,11557,942
13658,11305,1471
13658,30574,1195
13659,30574,3706
13659,11305,1423
13661,30574,9569
13661,11305,2413
13662,11305,4482
13662,30574,1699
13662,11743,643
13662,11557,550
13747,30574,7552
13747,21689,1343
13747,19733,921
13747,12175,787
13747,21773,587
13810,30574,9424
13810,11305,2630
13811,30574,2830
13811,11305,1019
13812,30574,5679
13812,11305,1233
13813,30574,6113
13813,11305,2834
13815,30574,3536
13815,11305,1553
13821,30574,5017
13821,11305,644
13821,26771,591
13829,30574,36524
13829,11305,2685
13829,33114,1186
13829,11557,833
13829,32989,643
13830,33114,1565
13830,11557,909
13830,32989,868
13831,30574,11968
13831,11305,5727
13831,33114,2335
13831,11557,2014
13831,32989,1301
13831,11743,606
13833,30574,8131
13833,11305,2741
13833,33114,1148
13833,11557,707
13833,32989,633
13834,30574,874
13835,11305,4134
13835,33114,1733
13835,11557,1096
13835,32989,929
13836,30574,19059
13836,11305,3548
13836,33114,1509
13836,11557,1163
13836,32989,766
13837,11305,3647
13837,33114,1564
13837,11557,1039
13837,32989,815
13839,30574,12618
13839,21689,1491
13839,8717,1165
13839,26816,765
13839,12175,690
13839,21773,664
13872,30574,39758
13872,8717,1552
13872,11743,1387
13872,11557,951
13878,30574,3055
13878,11305,1397
13881,30574,2393
13881,11305,1269
13888,30574,19423
13888,11305,4816
13888,8717,800
13890,30574,15991
13890,11305,6039
13890,8717,1217
13890,32401,714
13890,11743,616
13891,30574,16606
13891,11305,5451
13891,8717,983
13891,32401,693
13891,11743,550
13895,30574,16820
13895,11305,6689
13895,8717,1780
13895,32401,741
13895,11743,698
13895,10731,524
13895,11557,511
13912,30574,55760
13912,4605,819
13912,21689,572
13925,30574,2220
13925,11305,538
13927,30574,3068
13927,11305,2012
13927,11557,672
13928,30574,41984
13928,11305,4114
13928,11557,1551
13928,26138,635
13928,8717,536
13929,30574,27884
13929,11305,2147
13929,33114,831
13929,11557,727
13986,30574,11270
13986,11305,2532
14014,30574,1802
14014,11305,1724
14028,30574,12248
14028,11743,504
14050,30574,9625
14050,11743,8573
14050,26138,4778
14050,11305,3009
14050,30464,2329
14050,5207,1935
14050,26771,1487
14050,22743,1303
14050,8055,1127
14050,11590,1083
14050,6750,894
14050,1642,860
14050,8717,847
14050,1659,696
14050,8067,530
14050,11557,515
14050,22753,507
14064,30574,6141
14064,14821,1803
14064,26837,1051
14064,26771,772
14064,11743,771
14064,11557,651
14069,30574,2566
14069,11305,842
14096,30574,35512
14096,8717,2330
14142,30574,1209
14142,24526,757
14185,30574,1204
14201,30574,119250
14201,11305,8539
14201,8717,8472
14201,11743,2970
14201,11557,2684
14201,14487,1707
14201,22743,902
14201,5207,617
14201,14467,617
14201,18886,600
14241,30574,16878
14241,8717,1136
14241,19733,1038
14241,21689,563
14249,30574,9347
14249,11743,1745
14249,8717,1012
14249,11557,752
14250,30574,10304
14250,11743,1087
14295,30574,14175
14295,27669,658
14318,30574,1425
14318,20673,799
14358,30574,4947
14358,33114,545
14362,30574,8556
14362,8717,642
14376,11743,867
14376,8717,735
14376,30574,638
14376,11557,559
14383,30574,2828
14383,22983,1233
14383,22973,1064
14383,26138,782
14383,31745,616
14383,17439,504
14384,30574,15557
14384,22983,1535
14384,22973,1402
14384,26138,1123
14384,11557,872
14384,31745,854
14384,8717,541
14403,30574,2329
14404,30574,9752
14460,30574,3525
14460,31617,843
14461,30574,14092
14461,31617,1322
14461,22973,587
14461,11305,569
14497,11305,12777
14497,11557,4842
14497,11743,3632
14497,31617,2066
14497,30574,1993
14497,22743,1111
14497,8717,879
14497,5207,827
14497,26785,622
14497,21308,606
14497,26837,531
14498,30574,10987
14498,11305,564
14554,30574,8094
14554,8717,994
14570,30574,1430
14570,7457,931
14572,30574,654
14595,20673,762
14595,8717,652
14662,7457,1259
14706,30574,38876
14706,7457,1686
14706,8717,935
14706,11743,532
14743,8717,8875
14743,21689,4219
14743,30574,3778
14743,25647,2053
14743,26816,1918
14743,23471,1594
14743,21773,998
14743,11557,968
14743,3308,876
14748,30574,115497
14748,6750,2095
14748,8717,1074
14748,11743,1068
14755,30574,781
14756,30574,1637
14756,6750,771
14785,30574,3376
14817,30574,1252
14817,11743,1014
14817,26771,719
14817,26837,699
14817,11557,688
14817,8717,521
14836,30574,6800
14836,8717,6014
14836,11743,2328
14836,15453,794
14836,18919,636
14836,7457,627
14836,14487,514
14839,30574,12646
14864,30574,4717
14865,30574,3496
14865,11743,982
14865,16449,641
14866,30574,9417
14866,8717,3284
14866,11743,1913
14891,30574,220839
14891,8717,5395
14891,7457,5286
14891,11557,4963
14891,14487,1553
14891,4949,1376
14891,11743,947
14891,7404,947
14891,33114,899
14891,5207,619
14905,30574,1710
14935,11743,5117
14935,11557,4614
14935,5207,2085
14935,22743,1534
14935,14487,1155
14935,18367,1039
14935,22753,598
14935,7423,574
14935,509,553
14940,30574,32594
14940,23743,1644
14940,9886,577
14940,7457,572
14942,30574,118999
14942,8717,10679
14942,7457,5192
14942,11743,2974
14942,11557,2051
14942,7404,703
14942,5207,682
14942,22743,644
14942,18367,515
14964,30574,1231
14975,30574,4729
14975,14487,962
14975,11743,711
14990,30574,33314
14990,21689,1563
14990,8717,1016
14990,26816,969
14990,21773,781
14995,30574,21565
14995,8717,1995
14995,14821,1456
14995,11557,1082
14995,11743,1015
14995,9124,737
14995,20939,719
14995,11305,675
14995,30358,568
14996,14821,579
14996,8717,573
14996,9124,552
15014,30574,11895
15014,8717,1119
15014,5951,623
15015,30574,8094
15015,8717,1000
15018,30574,1041
15019,30574,7741
15047,30574,11351
15047,11743,539
15050,30574,7371
15054,11743,691
15055,30574,31602
15055,11743,1111
15055,18001,590
15096,30574,1996
15096,11743,621
15157,30574,4232
15157,8717,1040
15158,30574,18745
15158,8717,871
15159,30574,22268
15159,8717,694
15161,30574,14878
15161,11305,1329
15161,27669,690
15195,30574,1572
15196,30574,89660
15196,13561,3688
15196,13547,2020
15196,7778,1600
15196,11557,1278
15196,14552,1199
15196,21689,1108
15196,8717,1019
15196,21773,589
15196,19733,578
15196,14730,576
15196,4605,514
15197,30574,18612
15197,13561,1395
15197,13547,1325
15197,11557,670
15197,7778,588
15241,30574,113180
15241,11305,22700
15241,11557,7893
15241,8717,7676
15241,7457,5219
15241,11743,5148
15241,22743,2250
15241,5207,2096
15241,1691,1110
15241,30909,1087
15241,7404,1074
15241,27199,1039
15241,26785,867
15241,10731,765
15241,11590,759
15241,22753,728
15241,14361,685
15241,9221,577
15309,30574,607
15547,11305,2273
15547,30574,2088
15557,11305,902
15557,30574,536
15559,30574,4572
15559,11305,1044
15560,30574,5152
15560,11305,1226
15566,30574,4486
15566,11305,500
15567,30574,8098
15567,11305,2818
15568,30574,6787
15568,11305,1758
15575,30574,37317
15575,11305,5335
15575,8717,3097
15575,11743,566
15595,30574,3236
15595,14487,1015
15613,30574,4242
15613,7457,518
15622,30574,47964
15622,11743,1318
15622,7457,1244
15622,8717,1094
15638,30574,3831
15638,7457,1654
15638,23743,885
15638,11557,686
15654,30574,15690
15654,31254,1486
15654,8717,1199
15654,21689,850
15655,30574,21191
15673,30574,2222
15677,30574,7964
15719,30574,41810
15719,13561,1563
15719,7778,1419
15719,13547,617
15719,8717,513
15746,30574,1411
15769,30574,6493
15769,11743,945
15769,30358,744
15769,8717,636
15779,30574,3373
15779,6953,722
15836,30574,5014
15852,8717,623
15858,30574,16928
15858,11305,1137
15858,11743,701
15860,30574,6488
15860,11743,1003
15860,8717,966
15860,30358,584
15881,11305,39501
15881,11557,30279
15881,8717,22082
15881,33114,12691
15881,11743,10755
15881,14017,7672
15881,5207,6824
15881,22743,5227
15881,27199,4314
15881,32989,4240
15881,18886,3650
15881,30574,3578
15881,11590,3192
15881,6953,3106
15881,24960,2438
15881,6857,2060
15881,22753,2038
15881,1691,1938
15881,6888,1397
15881,15965,1341
15881,6828,1313
15881,19974,1205
15881,25765,1179
15881,26785,1147
15881,7457,1129
15881,20774,1065
15881,9221,1015
15881,3389,1009
15881,6895,972
15881,17124,942
15881,2104,930
15881,3392,879
15881,15169,878
15881,22034,864
15881,25234,797
15881,1128,774
15881,11505,753
15881,25152,748
15881,11370,741
15881,22973,732
15881,20849,684
15881,11497,677
15881,24964,672
15881,33009,632
15881,32623,616
15881,10644,613
15881,20939,602
15881,25151,596
15881,16427,591
15881,5090,584
15881,31617,580
15881,5751,569
15881,6960,565
15881,29452,552
15881,3371,513
15881,29011,508
15888,30574,11165
15888,14487,603
15904,30574,4746
15904,20939,580
15924,30574,32510
15924,8717,1287
15924,21529,1162
15924,26138,851
15925,30574,71316
15925,8717,1779
15925,21529,1333
15925,26138,1302
15925,11557,741
15925,11743,615
15926,30574,14171
15926,26138,1373
15926,21529,1245
15926,11743,692
15931,30574,17835
15931,11743,3160
15931,21529,1896
15931,8717,1595
15931,6750,1440
15931,5207,1294
15931,26138,1257
15931,22743,738
15931,8055,719
15931,11557,541
15931,1642,539
15957,30574,4592
15997,30574,11529
15997,7457,4403
15997,11557,952
16006,30574,10783
16006,26138,864
16006,11557,541
16012,30574,6244
16012,19052,1020
16055,30574,12475
16055,11743,651
16055,8717,549
16059,30574,5242
16076,30574,612
16130,30574,64744
16130,8717,17428
16130,14552,1333
16130,21689,1310
16130,4605,1161
16130,21773,709
16176,30574,3112
16176,8717,676
16178,30574,17759
16178,33114,870
16178,32989,516
16180,30574,2052
16181,30574,11173
16181,14487,3794
16181,8717,1379
16181,14467,718
16181,11743,659
16183,30574,1648
16188,30574,9188
16188,14487,841
16200,30574,9972
16200,11743,935
16213,30574,4224
16213,21689,1848
16213,26816,1191
16213,21773,770
16213,11557,589
16235,30574,4281
16243,30574,2839
16243,20939,1558
16243,11743,1016
16249,30574,9966
16249,4949,662
16255,30574,1280
16256,30574,1759
16286,30574,27616
16286,8717,1302
16286,11743,886
16286,11557,610
16297,30574,8369
16297,20939,1400
16297,1800,790
16298,30574,10278
16298,20939,1654
16298,1800,863
16299,30574,238965
16299,20939,8809
16299,8717,6482
16299,11557,5909
16299,7457,3927
16299,11743,3259
16299,8517,1616
16299,1800,1564
16299,30358,937
16299,5207,869
16299,22743,841
16299,20926,725
16299,7404,721
16299,20994,702
16299,4949,580
16299,11590,548
16300,30574,7162
16300,20939,1228
16300,1800,686
16304,20939,6016
16304,30574,5538
16304,8717,4381
16304,7457,2171
16304,11743,2105
16304,11557,2002
16304,1800,1515
16304,8517,1263
16304,20926,625
16304,22743,591
16304,5207,588
16305,1800,848
16307,20939,1310
16307,1800,727
16312,30574,5482
16312,20939,912
16312,1800,652
16315,30574,8604
16315,20939,1051
16315,1800,713
16316,30574,2925
16316,20939,1232
16316,1800,813
16319,30574,16584
16319,20939,2168
16319,1800,971
16319,8717,693
16319,11743,548
16322,30574,18595
16322,20939,2552
16322,1800,1085
16322,8717,822
16322,11743,653
16322,8517,583
16326,30574,6954
16326,20939,1172
16326,1800,791
16328,30574,35361
16328,20939,3545
16328,8717,2231
16328,1800,1348
16328,11743,1050
16328,11557,971
16328,8517,791
16328,7457,696
16331,20939,2981
16331,1800,999
16331,8717,880
16331,7457,544
16331,8517,507
16333,30574,5359
16333,20939,1157
16333,1800,683
16335,20939,1314
16335,1800,838
16341,20939,1292
16342,30574,2024
16342,20939,1249
16343,30574,9895
16343,20939,3981
16343,1800,1137
16343,11743,1062
16343,7457,857
16343,8517,799
16349,30574,8181
16349,20939,1271
16349,1800,774
16360,30574,8541
16360,20939,1337
16360,1800,818
16363,30574,8580
16363,20939,1333
16363,1800,807
16372,30574,7561
16372,20939,1358
16372,1800,714
16387,30574,4942
16396,30574,601
16424,30574,8486
16424,20939,1387
16424,1800,849
16429,30574,5329
16431,30574,754
16433,30574,6545
16433,14821,667
16433,9124,621
16433,11743,555
16434,30574,5108
16434,14821,629
16527,30574,37876
16527,14487,1280
16527,11743,1129
16527,8717,979
16532,30574,4693
16619,30574,24792
16619,8717,1187
16619,14552,831
16619,23931,535
16631,30574,52857
16631,8717,3433
16631,11743,1772
16631,11557,1583
16631,7457,1319
16631,23471,504
16634,30574,26122
16634,8717,1541
16634,11743,742
16640,7457,1847
16640,11743,876
16640,30574,694
16640,11557,631
16685,30574,4174
16685,26837,713
16685,26771,505
16690,26771,2066
16690,30574,1903
16690,8717,1165
16690,11743,988
16690,11557,682
16690,26894,540
16696,30574,2002
16703,30574,1345
16729,30574,9767
16729,8717,637
16729,11743,575
16735,30574,3172
16735,8717,1148
16735,11557,904
16788,30574,30874
16788,11305,2681
16788,8717,2505
16788,27669,1782
16788,11743,1092
16788,11557,526
16790,30574,36159
16790,11305,2756
16790,8717,1682
16790,27669,1559
16790,11743,926
16791,30574,23404
16791,13561,1221
16791,7778,1033
16791,11305,574
16793,30574,177061
16793,11305,14088
16793,11557,3817
16793,8717,3800
16793,11743,2933
16793,33114,1216
16793,26138,1191
16793,22743,1050
16793,5207,882
16793,1691,693
16793,26785,582
16793,18886,562
16793,21308,542
16842,30574,9577
16842,11743,513
16884,30574,20383
16884,8717,880
16884,14552,772
16900,30574,10507
16902,30574,107353
16902,8717,7754
16902,7457,3006
16902,21689,1693
16902,23471,1574
16902,11557,980
16902,21773,728
16948,30574,5055
16948,26837,531
16951,30574,989
16981,30574,7782
16981,8717,3756
16981,7457,2869
16981,11743,2734
16981,11557,1136
16982,7778,781
16982,30574,512
16982,13561,502
16992,30574,16743
16992,7778,1231
16992,13561,1067
17020,30574,47221
17020,33114,1702
17020,32989,1071
17020,8717,817
17020,11557,559
17061,30574,12129
17061,11305,7964
17061,11557,3204
17061,33114,2678
17061,11743,2513
17061,14821,2368
17061,6953,1393
17061,32989,1129
17061,6857,996
17061,5207,785
17061,19974,704
17061,6888,652
17061,21308,535
17125,30574,32626
17125,11743,1717
17125,7457,1475
17125,8717,921
17125,26374,672
17125,26371,538
17143,30574,4164
17143,8717,971
17143,11743,825
17150,7457,3124
17150,11743,1978
17150,11557,937
17150,14487,747
17150,30574,714
17150,7404,585
17157,30574,7670
17162,30574,16411
17162,33114,1306
17162,32989,640
17162,11743,565
17174,30574,5979
17184,30574,85003
17184,8717,8334
17184,7457,3207
17184,26837,2172
17184,11743,1457
17184,26771,1454
17184,7404,618
17204,30574,771
17206,30574,4498
17206,11305,761
17208,30574,5447
17208,26837,827
17208,26771,550
17214,30574,47164
17214,26837,3546
17214,26771,2681
17214,11743,1124
17214,8717,1080
17214,11557,695
17214,26894,635
17231,30574,96471
17231,8717,1918
17231,11743,1241
17231,20939,1156
17231,8517,756
17231,30358,711
17231,14821,652
17245,30574,287576
17245,8717,28995
17245,7457,14939
17245,14821,7930
17245,11743,5137
17245,11557,4819
17245,11305,3349
17245,7404,2664
17245,31745,2561
17245,22743,1815
17245,5207,1732
17245,13446,1506
17245,22973,899
17245,18367,893
17245,17213,826
17245,31723,804
17245,22753,611
17245,29011,538
17250,30574,7255
17250,7457,6082
17250,23743,3747
17250,11743,1909
17250,14487,1780
17250,9886,1346
17250,11557,1219
17250,26735,1118
17250,23727,745
17250,25114,559
17250,14467,514
17267,11557,923
17303,30574,2911
17309,30574,9235
17309,7116,687
17309,11743,650
17309,7077,578
17343,11557,1162
17343,11743,1158
17343,11305,976
17343,7457,687
17349,30574,4586
17349,11557,630
17349,21773,526
17487,30574,2257
17488,30574,942
17490,30574,916
17491,30574,2272
17533,30574,740
17567,30574,804
17645,30574,17295
17645,11743,928
17650,30574,10710
17650,11743,1045
17650,8717,586
17660,30574,6296
17660,14821,1466
17660,28663,1041
17660,11743,847
17683,30574,12449
17683,11305,3118
17683,11557,760
17683,8717,672
17683,11743,609
17683,20939,586
17683,9928,563
17688,30574,1272
17689,30574,15255
17690,30574,114513
17690,8717,8308
17690,7457,3183
17690,11743,2926
17690,11557,1544
17690,18367,657
17690,22743,549
17690,7404,535
17690,23471,521
17716,30574,47238
17716,23743,3374
17716,7457,1946
17716,9886,1332
17716,11557,1320
17716,11743,1062
17716,8717,846
17716,23727,537
17716,30208,508
17717,30574,28617
17717,8717,1235
17717,11743,865
17717,27669,773
17717,11557,565
17728,30574,11508
17728,11557,753
17728,7457,530
17768,30574,2502
17780,30574,23685
17780,21689,1667
17780,14552,1613
17780,21773,762
17781,30574,819
17781,21831,703
17799,30574,3238
17799,11743,1006
17799,11557,681
17800,30574,23762
17800,8717,1646
17800,11743,931
17800,11557,606
17801,30574,10237
17801,8717,763
17801,21689,563
17803,30574,1942
17803,11743,1494
17803,11557,823
17803,16203,553
17810,30574,4907
17841,30574,38285
17841,8717,2213
17841,11743,1864
17841,11557,601
17863,30574,856
17863,26837,677
17863,8717,585
17876,30574,51360
17876,8717,1478
17876,7457,1177
17876,11743,990
17876,11557,825
17961,30574,14018
17961,8717,1042
17961,11743,557
17977,26816,1187
17977,8717,908
17977,30574,595
17977,21689,591
17994,30574,10582
17994,21689,934
17994,8717,580
17994,14552,537
18005,30574,838
18035,30574,5528
18035,8717,758
18035,11743,550
18116,11557,1877
18116,8717,1867
18116,33114,961
18116,11743,868
18116,30574,759
18122,30574,10607
18122,11305,10215
18122,33114,3517
18122,11557,3305
18122,11743,2330
18122,32989,1428
18122,22743,997
18122,5207,834
18122,27199,740
18122,8717,621
18122,26837,545
18122,6953,513
18122,11590,505
18130,30574,20362
18130,11305,2491
18130,33114,1237
18130,11743,1069
18130,26837,822
18130,8717,752
18130,26771,599
18130,32989,570
18130,11557,565
18131,30574,228455
18131,11305,8912
18131,8717,6178
18131,11557,5780
18131,33114,4618
18131,11743,4319
18131,7457,3925
18131,26837,3484
18131,26771,2453
18131,6953,2166
18131,32989,1843
18131,6857,1392
18131,6888,1115
18131,5207,989
18131,22743,979
18131,6828,944
18131,27199,927
18131,6895,873
18131,7404,832
18131,17124,802
18131,19974,727
18131,30464,715
18131,26785,653
18131,6838,653
18131,1691,641
18135,30574,279627
18135,7457,20507
18135,23743,7751
18135,11743,4632
18135,26138,4204
18135,7404,3774
18135,11557,3295
18135,27438,2984
18135,26735,2770
18135,9886,2630
18135,23727,1577
18135,5207,1412
18135,25114,1393
18135,18367,1266
18135,22743,1202
18135,12315,923
18135,14370,872
18135,26740,871
18135,23831,850
18135,7563,733
18135,30208,720
18135,7423,532
18135,31103,509
18254,30574,139073
18254,8717,9089
18254,7457,8997
18254,11743,2740
18254,7404,1553
18254,11557,947
18254,5207,904
18254,22743,842
18254,18367,571
18254,14487,528
18266,30574,11336
18288,23471,2206
18288,30574,1174
18342,30574,214212
18342,8717,22547
18342,14821,8415
18342,11557,3290
18342,28663,2963
18342,11743,2604
18342,22743,800
18342,5207,684
18342,11305,667
18342,30358,645
18373,30574,17720
18373,11743,4139
18373,11557,4088
18373,7457,3837
18373,8717,3500
18373,26837,2702
18373,26771,1757
18373,33114,729
18373,7404,685
18386,30574,674
18386,26374,553
18392,30574,5475
18402,30574,1482
18402,20939,876
18402,11743,768
18402,14487,687
18405,30574,454565
18405,7457,10242
18405,11557,7738
18405,14487,5000
18405,11743,4259
18405,26138,2570
18405,7404,1946
18405,14467,1248
18405,5207,919
18405,22743,754
18414,30574,2637
18414,7457,2104
18414,23471,1369
18414,11743,769
18419,30574,4628
18422,30574,7799
18422,8717,636
18423,30574,6065
18423,26837,840
18423,26771,737
18431,30574,7736
18431,11743,812
18431,20939,522
18490,7457,19277
18490,11743,6948
18490,14821,6371
18490,11557,5805
18490,30574,2967
18490,26771,2057
18490,5207,2047
18490,22743,1942
18490,13446,1659
18490,11305,1632
18490,18367,1372
18490,26735,1245
18490,22034,673
18490,22753,672
18490,509,604
18490,11590,599
18490,25114,587
18490,17213,586
18490,7423,549
18512,30574,117438
18512,11305,21885
18512,11557,8475
18512,11743,5010
18512,7457,4963
18512,8717,4069
18512,22743,2214
18512,5207,2013
18512,30909,1063
18512,1691,1056
18512,7404,1021
18512,27199,1013
18512,26785,838
18512,11590,799
18512,22753,740
18512,10731,739
18512,14361,672
18512,9221,588
18521,30574,3573
18521,7457,2436
18521,21689,2126
18521,11665,1483
18521,11557,1185
18521,21773,738
18521,10891,695
18521,8717,648
18525,9886,599
18545,30574,37778
18545,23743,2144
18545,11557,1022
18545,9886,804
18545,11743,677
18545,7457,657
18553,30574,2646
18600,30574,6272
18600,21689,602
18630,30574,8968
18630,26837,1550
18630,26771,1195
18630,8717,650
18630,11743,522
18646,30574,31043
18646,14552,732
18646,8717,628
18646,21689,614
18646,26816,544
18646,4605,519
18723,30574,1781
18723,11743,662
18728,30574,8635
18749,30574,4029
18749,14487,904
18749,1746,891
18765,30574,6096
18765,14487,1727
18765,11743,992
18765,7457,601
18765,11557,591
18825,30574,8077
18839,30574,44071
18839,8717,1759
18839,7457,1578
18839,11743,1271
18839,11557,731
18864,30574,4975
18864,11743,632
18878,30574,1237
18878,11305,784
18889,30574,6292
18889,11305,1105
18892,30574,6755
18892,11305,1267
18931,30574,12897
18943,30574,3868
18943,11305,1658
18956,30574,15702
18956,8717,699
18956,21689,605
18990,30574,5556
19057,30574,102590
19057,11557,3275
19057,8717,2234
19057,33114,2219
19057,11743,1330
19057,32989,993
19057,20939,767
19057,5207,664
19057,8055,661
19063,11557,30427
19063,30574,16417
19063,14487,13616
19063,11743,9253
19063,33114,8605
19063,5207,4269
19063,4949,3935
19063,32989,3716
19063,8717,3486
19063,14467,3304
19063,22743,3023
19063,11590,2443
19063,32130,1640
19063,14730,1604
19063,22753,1269
19063,7457,1222
19063,32917,1194
19063,14552,1122
19063,11594,947
19063,30521,843
19063,17213,793
19063,2104,770
19063,25150,734
19063,11505,726
19063,18045,721
19063,3389,700
19063,13116,670
19063,32812,669
19063,22034,666
19063,5105,660
19063,18851,653
19063,5051,651
19063,20774,610
19063,29452,576
19063,11305,561
19063,3392,554
19063,11497,551
19063,32906,544
19063,15169,526
19063,8055,526
19063,1128,523
19063,25149,510
19068,30574,649
19083,23471,1274
19083,30574,1008
19089,30574,114784
19089,8717,6141
19089,7457,4638
19089,11743,2053
19089,11557,1127
19089,7404,718
19117,7457,1149
19117,8717,983
19117,11743,934
19117,26374,675
19302,6953,1162
19302,7457,1052
19302,6857,1051
19302,11743,742
19302,8717,667
19302,11557,642
19302,6888,635
19302,6895,595
19302,6828,528
19307,30574,2158
19312,30574,2549
19312,11557,515
19321,6953,1369
19321,7457,1169
19321,6857,999
19321,6888,743
19321,23605,736
19321,30574,574
19351,30574,31148
19351,7457,1997
19351,23831,759
19351,8717,736
19351,11743,662
19351,21024,529
19380,11743,2695
19380,23471,1895
19380,11557,1289
19380,7404,844
19380,12553,798
19380,30574,735
19380,18367,632
19380,22743,570
19400,30574,1852
19400,14552,1186
19400,8717,1085
19448,30574,3008
19448,33114,1305
19448,32989,660
19448,26138,547
19452,30574,1078
19452,33114,675
19469,30574,8258
19469,33114,997
19469,20939,576
19494,30574,14285
19494,11743,1251
19494,30358,553
19494,8717,538
