"book_id","isbn","authors","original_publication_year","title","average_rating","small_image_url"
"37586","786849568","Eoin Colfer","2006.0","The Lost Colony (Artemis Fowl, #5)","4.01","https://images.gr-assets.com/books/1360177158s/37586.jpg"
"493456","1416951172","Scott Westerfeld","2006.0","Extras (Uglies, #4)","3.59","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"144349","399244557","John Flanagan","2005.0","The Burning Bridge (Ranger's Apprentice, #2)","4.28","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"16054217","670025593","Deborah Harkness","2014.0","The Book of Life (All Souls Trilogy, #3)","4.15","https://images.gr-assets.com/books/1389281784s/16054217.jpg"
"615570","1585421464","Julia Cameron","1992.0","The Artist's Way: A Spiritual Path to Higher Creativity","3.89","https://images.gr-assets.com/books/1440952332s/615570.jpg"
"407429","067084487X","Jon Scieszka, Lane Smith","1992.0","The Stinky Cheese Man and Other Fairly Stupid Tales","4.20","https://images.gr-assets.com/books/1488588399s/407429.jpg"
"6587879","61147958","Joe Hill","2009.0","Horns","3.92","https://images.gr-assets.com/books/1402958805s/6587879.jpg"
"10414941","679456724","Robert K. Massie","2011.0","Catherine the Great: Portrait of a Woman","3.91","https://images.gr-assets.com/books/1403395276s/10414941.jpg"
"6080337","385528779","Margaret Atwood","2009.0","The Year of the Flood  (MaddAddam, #2)","4.05","https://images.gr-assets.com/books/1327906873s/6080337.jpg"
"5356","385339658","John Grisham","2003.0","The King of Torts","3.67","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"711901","316067598","Marcus Luttrell, Patrick Robinson","2006.0","Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10","4.34","https://images.gr-assets.com/books/1344265535s/711901.jpg"
"3320520",,"Chetan Bhagat","2008.0","The 3 Mistakes of My Life","2.97","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"16328","1579126278","Agatha Christie","1926.0","The Murder of Roger Ackroyd (Hercule Poirot, #4)","4.20","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"15622","006083756X","Richard Wright","1940.0","Native Son","3.96","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"3754016","316033650","Brent Weeks","2008.0","Shadow's Edge (Night Angel, #2)","4.27","https://images.gr-assets.com/books/1327881435s/3754016.jpg"
"3464","044669651X","Nicholas Sparks","2003.0","True Believer (Jeremy Marsh & Lexie Darnell, #1)","3.80","https://images.gr-assets.com/books/1385739017s/3464.jpg"
"10127019","307887898","Eric Ries","2011.0","The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses","4.04","https://images.gr-assets.com/books/1333576876s/10127019.jpg"
"8709523","1595143181","Richelle Mead","2012.0","The Golden Lily (Bloodlines, #2)","4.36","https://images.gr-assets.com/books/1360599818s/8709523.jpg"
"426775","743290119","Lauren Weisberger","2008.0","Chasing Harry Winston","3.32","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"44688","345335457","David Eddings","1983.0","Magician's Gambit (The Belgariad, #3)","4.13","https://images.gr-assets.com/books/1315276590s/44688.jpg"
"6344097","785136207","Roberto Aguirre-Sacasa, Stephen King, Mike Perkins, Laura       Martin","2009.0","The Stand: Captain Trips","4.43","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"767171","671728687","William L. Shirer","1960.0","The Rise and Fall of the Third Reich: A History of Nazi Germany","4.15","https://images.gr-assets.com/books/1331223772s/767171.jpg"
"10073","1594481938","Nick Hornby","2005.0","A Long Way Down","3.41","https://images.gr-assets.com/books/1467861525s/10073.jpg"
"106134","439706408","Jeff Smith, Steve Hamaker","1993.0","Out from Boneville (Bone, #1)","4.16","https://images.gr-assets.com/books/1327921261s/106134.jpg"
"10619","340640146","Stephen King","1995.0","Rose Madder","3.66","https://images.gr-assets.com/books/1375870513s/10619.jpg"
"220969","515142247","Lee Child","1998.0","Die Trying (Jack Reacher, #2)","4.00","https://images.gr-assets.com/books/1377633008s/220969.jpg"
"10757833","316123528","Kami Garcia, Margaret Stohl, Paz Pruneda","2011.0","Beautiful Chaos (Caster Chronicles, #3)","3.95","https://images.gr-assets.com/books/1327878503s/10757833.jpg"
"10913","60878061","Jodi Picoult","1999.0","Keeping Faith","3.79","https://images.gr-assets.com/books/1407111555s/10913.jpg"
"153025","61147931","Joe Hill","2007.0","Heart-Shaped Box","3.82","https://images.gr-assets.com/books/1328043955s/153025.jpg"
"11254250","1419702238","Jeff Kinney","2010.0","Cabin Fever (Diary of a Wimpy Kid, #6)","4.21","https://images.gr-assets.com/books/1350396037s/11254250.jpg"
"3754026","316033669","Brent Weeks","2008.0","Beyond the Shadows (Night Angel, #3)","4.29","https://images.gr-assets.com/books/1327881432s/3754026.jpg"
"29547","1416543007","Lauren Weisberger","2005.0","Everyone Worth Knowing","3.39","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"7996","1862301387","Brian Jacques","1986.0","Redwall (Redwall, #1)","4.11","https://images.gr-assets.com/books/1327877368s/7996.jpg"
"30474","140447571","Karl Marx, Friedrich Engels, Gareth Stedman Jones","1848.0","The Communist Manifesto","3.51","https://images.gr-assets.com/books/1420003664s/30474.jpg"
"28187230","1501132938","Ruth Ware","2016.0","The Woman in Cabin 10","3.67","https://images.gr-assets.com/books/1465878007s/28187230.jpg"
"38296","553213296","James Fenimore Cooper","1826.0","The Last of the Mohicans (The Leatherstocking Tales #2)","3.69","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"228560","679736379","William Styron","1979.0","Sophie's Choice","4.18","https://images.gr-assets.com/books/1356714742s/228560.jpg"
"9417","044024191X","Sophie Kinsella","2004.0","Shopaholic and Sister (Shopaholic, #4)","3.64","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"7747064","373210132","Julie Kagawa","2010.0","The Iron Daughter","4.13","https://images.gr-assets.com/books/1271790654s/7747064.jpg"
"103610","1576737330","Bruce H. Wilkinson","2000.0","The Prayer of Jabez:  Breaking Through to the Blessed Life","3.92","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"12401556","812983602","Karen Thompson Walker","2012.0","The Age of Miracles","3.64","https://images.gr-assets.com/books/1342487370s/12401556.jpg"
"1255781","786868724","Mitch Albom","2009.0","Have a Little Faith: a True Story","4.16","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"5084","1400043468","Julia Child, Alex Prud'Homme","2006.0","My Life in France","4.16","https://images.gr-assets.com/books/1395564378s/5084.jpg"
"21844019","1922182109","Graeme Simsion","2014.0","The Rosie Effect (Don Tillman, #2)","3.56","https://images.gr-assets.com/books/1426407990s/21844019.jpg"
"11827808","9380658797","Amish Tripathi","2011.0","The Secret of the Nagas (Shiva Trilogy #2)","3.98","https://images.gr-assets.com/books/1308930273s/11827808.jpg"
"38501","006117758X","Charles Bukowski","1982.0","Ham on Rye","4.16","https://images.gr-assets.com/books/1388195001s/38501.jpg"
"331920","375825444","Wendelin Van Draanen","2001.0","Flipped","3.94","https://images.gr-assets.com/books/1388554293s/331920.jpg"
"6486483","974320625","Travis Bradberry, Jean Greaves, Patrick Lencioni","2003.0","Emotional Intelligence 2.0","3.81","https://images.gr-assets.com/books/1328765863s/6486483.jpg"
"29291","670035386","Robert McCloskey","1941.0","Make Way for Ducklings","4.21","https://images.gr-assets.com/books/1362580777s/29291.jpg"
"67035","765354942","Douglas Preston, Lincoln Child","1995.0","Relic (Pendergast, #1)","4.01","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"28","380727501","Bill Bryson","1995.0","Notes from a Small Island","3.91","https://images.gr-assets.com/books/1479653223s/28.jpg"
"927979","451461894","Jim Butcher","2008.0","Small Favor (The Dresden Files, #10)","4.43","https://images.gr-assets.com/books/1298085176s/927979.jpg"
"6465707","1607060760","Robert Kirkman","2009.0","The Walking Dead, Compendium 1","4.43","https://images.gr-assets.com/books/1449865699s/6465707.jpg"
"85990","1599900734","Shannon Hale","2005.0","Princess Academy (Princess Academy, #1)","4.01","https://images.gr-assets.com/books/1349410861s/85990.jpg"
"18692431","553496646","Nicola Yoon, David Yoon","2015.0","Everything, Everything","4.11","https://images.gr-assets.com/books/1450515891s/18692431.jpg"
"7714","486282228","George Bernard Shaw","1912.0","Pygmalion","3.90","https://images.gr-assets.com/books/1453757285s/7714.jpg"
"13438524","62124269","Barbara Kingsolver","2012.0","Flight Behavior","3.75","https://images.gr-assets.com/books/1352212134s/13438524.jpg"
"2146957","1590388984","Brandon Mull","2008.0","Grip of the Shadow Plague (Fablehaven, #3)","4.26","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"363752","140298479","Helen Fielding","1999.0","Bridget Jones: The Edge of Reason (Bridget Jones, #2)","3.53","https://images.gr-assets.com/books/1395233618s/363752.jpg"
"3388","067976397X","Louis de Bernières","1994.0","Corelli's Mandolin","3.95","https://images.gr-assets.com/books/1479680795s/3388.jpg"
"15924","446698466","Nicholas Sparks","2004.0","At First Sight (Jeremy Marsh & Lexie Darnell, #2)","3.81","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"24","767903862","Bill Bryson","2000.0","In a Sunburned Country","4.05","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"194373","192123092","Arthur Conan Doyle","1894.0","The Memoirs of Sherlock Holmes","4.32","https://images.gr-assets.com/books/1410716044s/194373.jpg"
"11529868","812992792","Adam Johnson","2012.0","The Orphan Master's Son","4.06","https://images.gr-assets.com/books/1327878601s/11529868.jpg"
"44687","345300785","David Eddings","1984.0","Enchanters' End Game (The Belgariad, #5)","4.17","https://images.gr-assets.com/books/1217735909s/44687.jpg"
"991197","375714839","Marjane Satrapi, Mattias Ripa, Blake Ferris, Anjali Singh","2003.0","The Complete Persepolis","4.36","https://images.gr-assets.com/books/1327876995s/991197.jpg"
"187181","449213447","Chaim Potok","1967.0","The Chosen","4.03","https://images.gr-assets.com/books/1403191327s/187181.jpg"
"321552","451171357","Irving Stone, שמואל שניצר","1958.0","The Agony and the Ecstasy","4.09","https://images.gr-assets.com/books/1327879079s/321552.jpg"
"4912857","385528701","Carlos Ruiz Zafón, Lucia Graves","2008.0","The Angel's Game (The Cemetery of Forgotten Books, #2)","3.86","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"147865","786891084","Cecelia Ahern","2004.0","Love, Rosie","3.95","https://images.gr-assets.com/books/1420732457s/147865.jpg"
"774001","64441555","Peggy Parish, Fritz Siebel","1963.0","Amelia Bedelia  (Amelia Bedelia #1)","4.15","https://images.gr-assets.com/books/1353400157s/774001.jpg"
"16140036",,"Jodi Ellen Malpas","2012.0","This Man (This Man, #1)","4.13","https://images.gr-assets.com/books/1352790466s/16140036.jpg"
"7723542","765326264","W. Bruce Cameron","2010.0","A Dog's Purpose (A Dog's Purpose, #1)","4.35","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"20560137","1595148035","Sabaa Tahir","2015.0","An Ember in the Ashes (An Ember in the Ashes, #1)","4.32","https://images.gr-assets.com/books/1417957944s/20560137.jpg"
"1240662","451222725","J.R. Ward","2008.0","Lover Enshrined (Black Dagger Brotherhood, #6)","4.12","https://images.gr-assets.com/books/1327896547s/1240662.jpg"
"15819028","62110837","Helene Wecker","2013.0","The Golem and the Jinni (The Golem and the Jinni, #1)","4.10","https://images.gr-assets.com/books/1349205573s/15819028.jpg"
"297792","64410137","Lemony Snicket, Brett Helquist","2003.0","The Slippery Slope (A Series of Unfortunate Events, #10)","4.00","https://images.gr-assets.com/books/1343701012s/297792.jpg"
"31242","143037617","Charles Dickens, Nicola Bradbury, Hablot Knight Browne","1853.0","Bleak House","4.00","https://images.gr-assets.com/books/1280113147s/31242.jpg"
"775597","64431436","Esphyr Slobodkina","1938.0","Caps for Sale: A Tale of a Peddler, Some Monkeys and Their Monkey Business","4.12","https://images.gr-assets.com/books/1348541342s/775597.jpg"
"29396","044101268X","Jim Butcher","2004.0","Furies of Calderon (Codex Alera, #1)","4.12","https://images.gr-assets.com/books/1329104514s/29396.jpg"
"13831","689878559","Tamora Pierce","1983.0","Alanna: The First Adventure (Song of the Lioness, #1)","4.27","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"22450859","1439199353","Anita Diamant","2014.0","The Boston Girl","3.79","https://images.gr-assets.com/books/1418103945s/22450859.jpg"
"5098079","451225856","J.R. Ward","2009.0","Lover Avenged (Black Dagger Brotherhood, #7)","4.38","https://images.gr-assets.com/books/1321039998s/5098079.jpg"
"77565","553288202","Dan Simmons","1990.0","The Fall of Hyperion (Hyperion Cantos, #2)","4.18","https://images.gr-assets.com/books/1429215870s/77565.jpg"
"21704","446698873","James Ellroy","1987.0","The Black Dahlia (L.A. Quartet, #1)","3.75","https://images.gr-assets.com/books/1387048173s/21704.jpg"
"83346","688120490","Lewis Carroll, John Tenniel, Peter Glassman","1871.0","Through the Looking-Glass, and What Alice Found There","4.06","https://images.gr-assets.com/books/1359299332s/83346.jpg"
"1848","743246985","Jung Chang","1991.0","Wild Swans: Three Daughters of China","4.23","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"460548","394800206","P.D. Eastman","1961.0","Go, Dog. Go!","4.08","https://images.gr-assets.com/books/1333578440s/460548.jpg"
"7882","60885408","Laura Ingalls Wilder, Garth Williams","1937.0","On the Banks of Plum Creek  (Little House, #4)","4.19","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"22453035","1501100130","Stephen King","2015.0","Finders Keepers (Bill Hodges Trilogy, #2)","4.03","https://images.gr-assets.com/books/1468705421s/22453035.jpg"
"6065215","61558230","Guillermo del Toro, Chuck Hogan","2009.0","The Strain (The Strain Trilogy, #1)","3.77","https://images.gr-assets.com/books/1326225354s/6065215.jpg"
"112204","316184136","Emily Dickinson, Thomas H. Johnson","1890.0","The Complete Poems of Emily Dickinson","4.21","https://images.gr-assets.com/books/1498347611s/112204.jpg"
"130580","60935472","Fred Gipson","1956.0","Old Yeller (Old Yeller, #1)","4.06","https://images.gr-assets.com/books/1327940112s/130580.jpg"
"773858","1416553649","Steve Martin","2007.0","Born Standing Up: A Comic's Life","3.87","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"87640","60899190","Frank Warren","2005.0","PostSecret: Extraordinary Confessions from Ordinary Lives (PostSecret)","4.01","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"147915","7119550","George R.R. Martin","2000.0","A Storm of Swords: Blood and Gold (A Song of Ice and Fire, #3: Part 2 of 2)","4.56","https://images.gr-assets.com/books/1354567206s/147915.jpg"
"348573","152047379","Mary Norton, Beth Krush, Joe Krush","1952.0","The Borrowers (The Borrowers, #1)","4.02","https://images.gr-assets.com/books/1308945559s/348573.jpg"
"11602","340818670","Stephen King","1999.0","Hearts in Atlantis","3.80","https://images.gr-assets.com/books/1374048926s/11602.jpg"
"28587957","345544951","Jodi Picoult","2016.0","Small Great Things","4.35","https://images.gr-assets.com/books/1468057481s/28587957.jpg"
"11298","037571894X","Haruki Murakami, Alfred Birnbaum","1982.0","A Wild Sheep Chase (The Rat, #3)","3.94","https://images.gr-assets.com/books/1327908774s/11298.jpg"
"252499","743246071","Philippa Gregory","2003.0","The Queen's Fool (The Plantagenet and Tudor Novels, #12)","3.83","https://images.gr-assets.com/books/1399204116s/252499.jpg"
"12812550","316133973","Laini Taylor","2012.0","Days of Blood & Starlight (Daughter of Smoke & Bone, #2)","4.21","https://images.gr-assets.com/books/1461353798s/12812550.jpg"
"8682","1842430351","Tom Robbins","1984.0","Jitterbug Perfume","4.24","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"144350","399244573","John Flanagan","2006.0","The Battle for Skandia (Ranger's Apprentice, #4)","4.32","https://images.gr-assets.com/books/1294443954s/144350.jpg"
"10576365","1423157370","Alexandra Bracken","2012.0","The Darkest Minds (The Darkest Minds, #1)","4.26","https://images.gr-assets.com/books/1343178841s/10576365.jpg"
"1427","60832819","Paulo Coelho, Margaret Jull Costa","2005.0","The Zahir","3.56","https://images.gr-assets.com/books/1493044059s/1427.jpg"
"1134122","1416560610","Norman Vincent Peale","1952.0","The Power of Positive Thinking","4.08","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"23346377","1846558913","Ruth Ware","2015.0","In a Dark, Dark Wood","3.65","https://images.gr-assets.com/books/1429521615s/23346377.jpg"
"17728","1844082938","Edith Wharton, Nina Bawden","1905.0","The House of Mirth","3.94","https://images.gr-assets.com/books/1328729186s/17728.jpg"
"2454986","345501330","Hiro Mashima, William Flanagan","2006.0","Fairy Tail, Vol. 1 (Fairy Tail, #1)","4.40","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"21535271","756410436","Patrick Rothfuss, Nate  Taylor","2014.0","The Slow Regard of Silent Things (The Kingkiller Chronicle #2.5)","3.92","https://images.gr-assets.com/books/1398466695s/21535271.jpg"
"18478222",,"Solomon Northup","1853.0","Twelve Years a Slave","4.15","https://images.gr-assets.com/books/1378793462s/18478222.jpg"
"7046495","451229851","J.R. Ward","2010.0","Lover Mine (Black Dagger Brotherhood, #8)","4.41","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"17780","141001828","Nathaniel Philbrick","1999.0","In the Heart of the Sea: The Tragedy of the Whaleship Essex","4.16","https://images.gr-assets.com/books/1335902168s/17780.jpg"
"81227","743289684","Ayaan Hirsi Ali","2006.0","Infidel","4.20","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"242472","1400063515","Nassim Nicholas Taleb","2007.0","The Black Swan: The Impact of the Highly Improbable","3.88","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"13281368","345504984","Justin Cronin","2012.0","The Twelve (The Passage, #2)","3.98","https://images.gr-assets.com/books/1331230956s/13281368.jpg"
"17125","374529523","Aleksandr Solzhenitsyn, H.T. Willetts","1962.0","One Day in the Life of Ivan Denisovich","3.94","https://images.gr-assets.com/books/1427731744s/17125.jpg"
"827","553380966","Neal Stephenson","1995.0","The Diamond Age: or, A Young Lady's Illustrated Primer","4.19","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"164154","60892994","Walter M. Miller Jr.","1959.0","A Canticle for Leibowitz","3.97","https://images.gr-assets.com/books/1450516880s/164154.jpg"
"7728","1580493882","Sophocles, J.E. Thomas","-441.0","Antigone (The Theban Plays, #3)","3.60","https://images.gr-assets.com/books/1486701308s/7728.jpg"
"4954833","1439138311","Colm Tóibín","2009.0","Brooklyn","3.63","https://images.gr-assets.com/books/1489957005s/4954833.jpg"
"8525590","1442409053","Lauren DeStefano","2011.0","Wither (The Chemical Garden, #1)","3.81","https://images.gr-assets.com/books/1341532430s/8525590.jpg"
"27161156","62300547","J.D. Vance","2016.0","Hillbilly Elegy: A Memoir of a Family and Culture in Crisis","3.99","https://images.gr-assets.com/books/1463569814s/27161156.jpg"
"113435","312864590","Robert Jordan","2003.0","Crossroads of Twilight (Wheel of Time, #10)","3.82","https://images.gr-assets.com/books/1408325146s/113435.jpg"
"35220","1580495869","Stephen Crane","1871.0","The Red Badge of Courage","3.21","https://images.gr-assets.com/books/1327936136s/35220.jpg"
"21413662","544272994","Randall Munroe","2014.0","What If?: Serious Scientific Answers to Absurd Hypothetical Questions","4.17","https://images.gr-assets.com/books/1451351509s/21413662.jpg"
"55399","765348780","Steven Erikson","1999.0","Gardens of the Moon (The Malazan Book of the Fallen, #1)","3.85","https://images.gr-assets.com/books/1355144064s/55399.jpg"
"816720","7251866","Paulo Coelho","2006.0","The Witch Of Portobello","3.51","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"77276","440401585","Madeleine L'Engle","1978.0","A Swiftly Tilting Planet (A Wrinkle in Time Quintet, #3)","4.13","https://images.gr-assets.com/books/1327465278s/77276.jpg"
"262430","043977134X","Suzanne Collins","2003.0","Gregor the Overlander (Underland Chronicles, #1)","3.99","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"8554005","1439102724","Jodi Picoult","2011.0","Sing You Home","3.76","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"31336","345419634","Anne Rice","1992.0","The Tale of the Body Thief (The Vampire Chronicles, #4)","3.70","https://images.gr-assets.com/books/1361577271s/31336.jpg"
"15158","446615625","David Baldacci","2005.0","The Camel Club (Camel Club, #1)","4.02","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"33676","316155608","James Patterson","2006.0","Saving the World and Other Extreme Sports (Maximum Ride, #3)","4.16","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"43892","812551478","Terry Goodkind","1996.0","Blood of the Fold (Sword of Truth, #3)","3.98","https://images.gr-assets.com/books/1443563626s/43892.jpg"
"16180","743272501","Philippa Gregory","2006.0","The Boleyn Inheritance (The Plantagenet and Tudor Novels, #10)","3.84","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"22501028","385683421","Anne Tyler","2015.0","A Spool of Blue Thread","3.40","https://images.gr-assets.com/books/1451435883s/22501028.jpg"
"30555488","385542364","Colson Whitehead","2016.0","The Underground Railroad","4.04","https://images.gr-assets.com/books/1493178362s/30555488.jpg"
"106085","786838930","Melissa de la Cruz","2007.0","Masquerade (Blue Bloods, #2)","3.91","https://images.gr-assets.com/books/1322287499s/106085.jpg"
"8685612","373210183","Julie Kagawa","2011.0","The Iron Queen (The Iron Fey, #3)","4.24","https://images.gr-assets.com/books/1321070331s/8685612.jpg"
"16034964","988393506","Cora Carmack","2012.0","Losing It (Losing It, #1)","3.77","https://images.gr-assets.com/books/1348459319s/16034964.jpg"
"13573236","385535144","John Grisham","2012.0","The Racketeer","3.79","https://images.gr-assets.com/books/1344371438s/13573236.jpg"
"6192","143036378","J.M. Coetzee","1999.0","Disgrace","3.83","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"776407","525444440","A.A. Milne, Ernest H. Shepard","1928.0","The House at Pooh Corner (Winnie-the-Pooh, #2)","4.36","https://images.gr-assets.com/books/1348195621s/776407.jpg"
"7165300","316075558","Brent Weeks","2010.0","The Black Prism (Lightbringer, #1)","4.24","https://images.gr-assets.com/books/1327921884s/7165300.jpg"
"6976","143036696","Sue Monk Kidd","2004.0","The Mermaid Chair","3.10","https://images.gr-assets.com/books/1388259308s/6976.jpg"
"537296","64440206","Arnold Lobel","1970.0","Frog and Toad Are Friends (Frog and Toad, #1)","4.18","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"324277","64410129","Lemony Snicket, Brett Helquist","2002.0","The Carnivorous Carnival (A Series of Unfortunate Events, #9)","3.97","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"6574102","1423116399","Ally Carter","2010.0","Heist Society (Heist Society, #1)","3.91","https://images.gr-assets.com/books/1359254479s/6574102.jpg"
"29437949","1250121000","B.A. Paris","2016.0","Behind Closed Doors","3.93","https://images.gr-assets.com/books/1458854462s/29437949.jpg"
"682804","345348109","Michael Shaara","1974.0","The Killer Angels (The Civil War Trilogy, #2)","4.30","https://images.gr-assets.com/books/1355371689s/682804.jpg"
"30274","425201392","Laurell K. Hamilton","1995.0","Circus of the Damned (Anita Blake, Vampire Hunter, #3)","4.16","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"59264","786818611","Jonathan Stroud","2006.0","Ptolemy's Gate (Bartimaeus, #3)","4.24","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"29981","553214322","H.G. Wells","1896.0","The Island of Dr. Moreau","3.72","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"13362536","1620610094","Jennifer L. Armentrout","2012.0","Opal (Lux, #3)","4.34","https://images.gr-assets.com/books/1348200300s/13362536.jpg"
"6512154","1934781630","Dave Eggers","2008.0","Zeitoun","4.08","https://images.gr-assets.com/books/1296580156s/6512154.jpg"
"6609765","141697170X","Sharon M. Draper","2010.0","Out of My Mind","4.37","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"12716010",,"Lauren Kate","2012.0","Rapture (Fallen, #4)","4.03","https://images.gr-assets.com/books/1362339818s/12716010.jpg"
"8564935","1453688935","Amanda Hocking","2010.0","Switched (Trylle, #1)","3.89","https://images.gr-assets.com/books/1288828865s/8564935.jpg"
"130440","679774386","Boris Pasternak, Max Hayward, Manya Harari, John Bayley","1957.0","Doctor Zhivago","4.03","https://images.gr-assets.com/books/1385508725s/130440.jpg"
"15034320","1469216000","Blake Crouch","2012.0","Pines (Wayward Pines, #1)","3.88","https://images.gr-assets.com/books/1350740525s/15034320.jpg"
"7675","99303744","Michael Crichton","1994.0","Disclosure","3.76","https://images.gr-assets.com/books/1398678136s/7675.jpg"
"12875355","307959856","P.D. James","2012.0","Death Comes to Pemberley","3.21","https://images.gr-assets.com/books/1318936579s/12875355.jpg"
"5246","142437808","Edith Wharton","1911.0","Ethan Frome","3.35","https://images.gr-assets.com/books/1389822254s/5246.jpg"
"27362503",,"Colleen Hoover","2016.0","It Ends with Us","4.44","https://images.gr-assets.com/books/1470427482s/27362503.jpg"
"143534","141693586X","O. Henry, Lisbeth Zwerger","1905.0","The Gift of the Magi","4.07","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"7442","553380648","Tom Wolfe","1968.0","The Electric Kool-Aid Acid Test","3.92","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"7437","802140181","William S. Burroughs, James Grauerholz, Barry  Miles","1959.0","Naked Lunch","3.46","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"25100","156389226X","Neil Gaiman, Kelley Jones, Charles Vess, Colleen Doran, Malcolm Jones III, Steve Erickson","1991.0","Dream Country (The Sandman #3)","4.28","https://images.gr-assets.com/books/1402485052s/25100.jpg"
"5360","385337930","John Grisham","2001.0","A Painted House","3.67","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"18423","441007317","Ursula K. Le Guin, Lech Jęczmyk","1969.0","The Left Hand of Darkness","4.05","https://images.gr-assets.com/books/1488213612s/18423.jpg"
"3213286","142412147","John Green, Maureen Johnson, Lauren Myracle","2008.0","Let It Snow: Three Holiday Romances","3.84","https://images.gr-assets.com/books/1489409554s/3213286.jpg"
