lhs,rhs,confidence
"(21, 27, 29)","(24,)",0.9644718143060161
"(21, 24, 29)","(27,)",0.955868544600939
"(27, 29)","(21, 24)",0.8892771347455777
"(24, 29)","(21, 27)",0.8601605407689058
"(21, 29)","(24, 27)",0.8844483058210252
"(24, 27, 30)","(21,)",0.9375456537618699
"(21, 27, 30)","(24,)",0.9447920500552079
"(21, 24, 30)","(27,)",0.9402930402930403
"(27, 30)","(21, 24)",0.8514096185737977
"(24, 30)","(21, 27)",0.8217029449423816
"(21, 30)","(24, 27)",0.829938570966699
"(24, 27, 67)","(21,)",0.9442491210447012
"(21, 27, 67)","(24,)",0.9447236180904522
"(21, 24, 67)","(27,)",0.9367214748380668
"(27, 67)","(21, 24)",0.8631772268135904
"(24, 67)","(21, 27)",0.8289241622574955
"(21, 67)","(24, 27)",0.8415398388540735
"(24, 27, 105)","(21,)",0.9428571428571428
"(21, 27, 105)","(24,)",0.9498473615351068
"(21, 24, 105)","(27,)",0.9582050153981522
"(27, 105)","(21, 24)",0.8715486194477791
"(24, 105)","(21, 27)",0.8551236749116607
"(21, 105)","(24, 27)",0.8757539203860072
"(24, 27, 106)","(21,)",0.9498910675381264
"(21, 27, 106)","(24,)",0.9464544138929089
"(21, 24, 106)","(27,)",0.9450867052023122
"(27, 106)","(21, 24)",0.8622280817402769
"(24, 106)","(21, 27)",0.8379244074311338
"(21, 106)","(24, 27)",0.8471502590673575
"(24, 27, 112)","(21,)",0.9310631229235881
"(21, 27, 112)","(24,)",0.9349457881567973
"(21, 24, 112)","(27,)",0.9372909698996655
"(27, 112)","(21, 24)",0.8359433258762118
"(24, 112)","(21, 27)",0.7995720399429387
"(21, 112)","(24, 27)",0.8123188405797102
"(24, 27, 117)","(21,)",0.948744769874477
"(21, 27, 117)","(24,)",0.9527310924369747
"(21, 24, 117)","(27,)",0.9474233983286908
"(27, 117)","(21, 24)",0.8780251694094869
"(24, 117)","(21, 27)",0.8471357409713575
"(21, 117)","(24, 27)",0.8608035431825372
"(24, 27, 119)","(21,)",0.930137684854666
"(21, 27, 119)","(24,)",0.9490114464099896
"(21, 24, 119)","(27,)",0.9470404984423676
"(27, 119)","(21, 24)",0.8535329901731399
"(24, 119)","(21, 27)",0.8146493970522555
"(21, 119)","(24, 27)",0.8495575221238938
"(24, 27, 231)","(21,)",0.9311258278145695
"(21, 27, 231)","(24,)",0.9348404255319149
"(21, 24, 231)","(27,)",0.9225721784776902
"(27, 231)","(21, 24)",0.8319526627218935
"(24, 231)","(21, 27)",0.796149490373726
"(21, 231)","(24, 27)",0.8203033838973163
"(24, 27, 249)","(21,)",0.9381663113006397
"(21, 27, 249)","(24,)",0.944206008583691
"(21, 24, 249)","(27,)",0.9554831704668838
"(27, 249)","(21, 24)",0.8576998050682261
"(24, 249)","(21, 27)",0.842911877394636
"(21, 249)","(24, 27)",0.8527131782945736
"(24, 27, 250)","(21,)",0.9212218649517685
"(21, 27, 250)","(24,)",0.943986820428336
"(21, 24, 250)","(27,)",0.9332247557003257
"(27, 250)","(21, 24)",0.8414096916299559
"(24, 250)","(21, 27)",0.7925311203319502
"(21, 250)","(24, 27)",0.8162393162393162
"(24, 27, 295)","(21,)",0.949874686716792
"(21, 27, 295)","(24,)",0.9510664993726474
"(21, 24, 295)","(27,)",0.9369592088998764
"(27, 295)","(21, 24)",0.8633257403189066
"(24, 295)","(21, 27)",0.8293216630196937
"(21, 295)","(24, 27)",0.831140350877193
"(24, 27, 353)","(21,)",0.9574468085106383
"(21, 27, 353)","(24,)",0.9556786703601108
"(21, 24, 353)","(27,)",0.952161913523459
"(27, 353)","(21, 24)",0.8907056798623064
"(24, 353)","(21, 27)",0.8553719008264463
"(21, 353)","(24, 27)",0.8682885906040269
"(24, 27, 355)","(21,)",0.9492833517089305
"(21, 27, 355)","(24,)",0.9368879216539717
"(21, 24, 355)","(27,)",0.9513812154696133
"(27, 355)","(21, 24)",0.8584247258225324
"(24, 355)","(21, 27)",0.844946025515211
"(21, 355)","(24, 27)",0.8367346938775511
"(24, 27, 386)","(21,)",0.9366980325064157
"(21, 27, 386)","(24,)",0.9423407917383821
"(21, 24, 386)","(27,)",0.9472318339100346
"(27, 386)","(21, 24)",0.8601728201099764
"(24, 386)","(21, 27)",0.8270392749244713
"(21, 386)","(24, 27)",0.8455598455598455
"(24, 27, 447)","(21,)",0.9576502732240437
"(21, 27, 447)","(24,)",0.9629120879120879
"(21, 24, 447)","(27,)",0.9662301860785665
"(27, 447)","(21, 24)",0.906856403622251
"(24, 447)","(21, 27)",0.8969929622520794
"(21, 447)","(24, 27)",0.9033505154639175
"(24, 27, 449)","(21,)",0.9537953795379538
"(21, 27, 449)","(24,)",0.9413680781758957
"(21, 24, 449)","(27,)",0.9681742043551089
"(27, 449)","(21, 24)",0.8797564687975646
"(24, 449)","(21, 27)",0.8878648233486943
"(21, 449)","(24, 27)",0.8947368421052632
"(24, 27, 597)","(21,)",0.9363166953528399
"(21, 27, 597)","(24,)",0.9395509499136442
"(21, 24, 597)","(27,)",0.9331046312178388
"(27, 597)","(21, 24)",0.8486739469578783
"(24, 597)","(21, 27)",0.8242424242424242
"(21, 597)","(24, 27)",0.8254931714719271
"(24, 28, 29)","(21,)",0.9032793690327937
"(21, 28, 29)","(24,)",0.9355116079105761
"(24, 28, 30)","(21,)",0.8771367521367521
"(21, 28, 30)","(24,)",0.9061810154525386
"(24, 28, 67)","(21,)",0.9058402860548271
"(21, 28, 67)","(24,)",0.9156626506024096
"(24, 28, 105)","(21,)",0.8885298869143781
"(21, 28, 105)","(24,)",0.9228187919463087
"(24, 28, 117)","(21,)",0.895
"(21, 28, 117)","(24,)",0.9329858525688757
"(24, 28, 119)","(21,)",0.8647294589178357
"(21, 28, 119)","(24,)",0.9046121593291404
"(24, 29, 30)","(21,)",0.8847117794486216
"(21, 29, 30)","(24,)",0.9216710182767625
"(24, 29, 67)","(21,)",0.9030054644808743
"(21, 29, 67)","(24,)",0.9155124653739612
"(24, 29, 117)","(21,)",0.9074759437453738
"(21, 29, 117)","(24,)",0.9401840490797546
"(24, 29, 119)","(21,)",0.8719153936545241
"(21, 29, 119)","(24,)",0.9251870324189526
"(24, 29, 353)","(21,)",0.9123020706455542
"(21, 29, 353)","(24,)",0.9258343634116193
"(24, 30, 67)","(21,)",0.8704188481675392
"(21, 30, 67)","(24,)",0.8950201884253028
"(24, 30, 105)","(21,)",0.8932038834951457
"(21, 30, 105)","(24,)",0.9052890528905289
"(24, 30, 106)","(21,)",0.8938775510204081
"(21, 30, 106)","(24,)",0.913769123783032
"(24, 30, 112)","(21,)",0.859697386519945
"(21, 30, 112)","(24,)",0.8729050279329609
"(24, 30, 119)","(21,)",0.8502269288956127
"(21, 30, 119)","(24,)",0.8850393700787401
"(24, 117, 119)","(21,)",0.8780141843971632
"(21, 117, 119)","(24,)",0.914327917282127
"(24, 117, 386)","(21,)",0.8908794788273615
"(21, 117, 386)","(24,)",0.916247906197655
"(25, 26, 27)","(21,)",0.9437764606265876
"(21, 26, 27)","(25,)",0.9327196652719665
"(21, 25, 26)","(27,)",0.9633535004321521
"(26, 27)","(21, 25)",0.8694227769110764
"(25, 26)","(21, 27)",0.8669881767268202
"(21, 26)","(25, 27)",0.8606949806949807
"(25, 26, 28)","(21,)",0.8977140643161565
"(21, 26, 28)","(25,)",0.9026100506427737
"(25, 26, 29)","(21,)",0.9082530372852954
"(21, 26, 29)","(25,)",0.9093959731543624
"(25, 26, 30)","(21,)",0.8785666887856669
"(21, 26, 30)","(25,)",0.8820786142571619
"(25, 26, 67)","(21,)",0.8821321321321322
"(21, 26, 67)","(25,)",0.8821321321321322
"(25, 26, 105)","(21,)",0.9151943462897526
"(21, 26, 105)","(25,)",0.9087719298245615
"(25, 26, 106)","(21,)",0.8909825033647375
"(21, 26, 106)","(25,)",0.8921832884097035
"(25, 26, 117)","(21,)",0.902557014512785
"(21, 26, 117)","(25,)",0.8926862611073137
"(25, 26, 119)","(21,)",0.8929219600725953
"(21, 26, 119)","(25,)",0.8825112107623319
"(25, 26, 447)","(21,)",0.9457364341085271
"(21, 26, 447)","(25,)",0.9370199692780338
"(26, 447)","(21, 25)",0.7236061684460261
"(25, 27, 28)","(21,)",0.9352765664448015
"(21, 27, 28)","(25,)",0.9350619550252409
"(21, 25, 28)","(27,)",0.9631292838572442
"(27, 28)","(21, 25)",0.861522198731501
"(25, 28)","(21, 27)",0.8498435870698644
"(21, 28)","(25, 27)",0.8541186334101866
"(25, 27, 29)","(21,)",0.9358251057827927
"(21, 27, 29)","(25,)",0.9429180483183326
"(21, 25, 29)","(27,)",0.9664967225054625
"(27, 29)","(21, 25)",0.8694037999563223
"(25, 29)","(21, 27)",0.853925353925354
"(21, 29)","(25, 27)",0.8646828844483058
"(25, 27, 30)","(21,)",0.9208029197080292
"(21, 27, 30)","(25,)",0.9285977180714022
"(21, 25, 30)","(27,)",0.9527945619335347
"(27, 30)","(21, 25)",0.83681592039801
"(25, 30)","(21, 27)",0.8037591589678241
"(21, 30)","(25, 27)",0.8157129000969933
"(25, 27, 67)","(21,)",0.9324256177508825
"(21, 27, 67)","(25,)",0.9291457286432161
"(21, 25, 67)","(27,)",0.9565442317640973
"(27, 67)","(21, 25)",0.8489439853076217
"(25, 67)","(21, 27)",0.8163355408388521
"(21, 67)","(25, 27)",0.8276633840644584
"(25, 27, 105)","(21,)",0.9316608996539792
"(21, 27, 105)","(25,)",0.9393807239424335
"(21, 25, 105)","(27,)",0.9680898876404495
"(27, 105)","(21, 25)",0.8619447779111644
"(25, 105)","(21, 27)",0.8540840602696272
"(21, 105)","(25, 27)",0.8661037394451147
"(25, 27, 106)","(21,)",0.9330909090909091
"(21, 27, 106)","(25,)",0.9283646888567294
"(21, 25, 106)","(27,)",0.9588938714499252
"(27, 106)","(21, 25)",0.8457481872116018
"(25, 106)","(21, 27)",0.8203324808184144
"(21, 106)","(25, 27)",0.8309585492227979
"(25, 27, 112)","(21,)",0.9185369908561929
"(21, 27, 112)","(25,)",0.9216013344453712
"(21, 25, 112)","(27,)",0.9517657192075797
"(27, 112)","(21, 25)",0.8240119313944817
"(25, 112)","(21, 27)",0.8001448225923244
"(21, 112)","(25, 27)",0.8007246376811594
"(25, 27, 117)","(21,)",0.9395759717314488
"(21, 27, 117)","(25,)",0.9310224089635855
"(21, 25, 117)","(27,)",0.9575081022686353
"(27, 117)","(21, 25)",0.8580187157147466
"(25, 117)","(21, 27)",0.8353754319824065
"(21, 117)","(25, 27)",0.841189496994622
"(25, 27, 119)","(21,)",0.9205436487192891
"(21, 27, 119)","(25,)",0.9162330905306972
"(21, 25, 119)","(27,)",0.9524067063277447
"(27, 119)","(21, 25)",0.8240524099204493
"(25, 119)","(21, 27)",0.8052126200274349
"(21, 119)","(25, 27)",0.8202142524452725
"(25, 27, 231)","(21,)",0.9142480211081794
"(21, 27, 231)","(25,)",0.9215425531914894
"(21, 25, 231)","(27,)",0.9402985074626866
"(27, 231)","(21, 25)",0.8201183431952662
"(25, 231)","(21, 27)",0.763215859030837
"(21, 231)","(25, 27)",0.808634772462077
"(25, 27, 249)","(21,)",0.9320388349514563
"(21, 27, 249)","(25,)",0.927038626609442
"(21, 25, 249)","(27,)",0.9610678531701891
"(27, 249)","(21, 25)",0.8421052631578947
"(25, 249)","(21, 27)",0.8143261074458058
"(21, 249)","(25, 27)",0.8372093023255814
"(25, 27, 250)","(21,)",0.9119086460032626
"(21, 27, 250)","(25,)",0.9209225700164745
"(21, 25, 250)","(27,)",0.9522998296422487
"(27, 250)","(21, 25)",0.8208516886930984
"(25, 250)","(21, 27)",0.8066378066378066
"(21, 250)","(25, 27)",0.7962962962962963
"(25, 27, 295)","(21,)",0.9241466498103666
"(21, 27, 295)","(25,)",0.917189460476788
"(21, 25, 295)","(27,)",0.9530638852672751
"(27, 295)","(21, 25)",0.8325740318906606
"(25, 295)","(21, 27)",0.8086283185840708
"(21, 295)","(25, 27)",0.8015350877192983
"(25, 27, 353)","(21,)",0.9420018709073901
"(21, 27, 353)","(25,)",0.9298245614035088
"(21, 25, 353)","(27,)",0.9664107485604606
"(27, 353)","(21, 25)",0.8666092943201377
"(25, 353)","(21, 27)",0.8562925170068028
"(21, 353)","(25, 27)",0.8447986577181208
"(25, 27, 355)","(21,)",0.9341963322545846
"(21, 27, 355)","(25,)",0.9423286180631121
"(21, 25, 355)","(27,)",0.9558498896247241
"(27, 355)","(21, 25)",0.8634097706879362
"(25, 355)","(21, 27)",0.8302972195589645
"(21, 355)","(25, 27)",0.8415937803692906
"(25, 27, 386)","(21,)",0.9277730008598453
"(21, 27, 386)","(25,)",0.9285714285714286
"(21, 25, 386)","(27,)",0.9599644128113879
"(27, 386)","(21, 25)",0.8476040848389631
"(25, 386)","(21, 27)",0.8192862566438877
"(21, 386)","(25, 27)",0.8332046332046332
"(25, 27, 447)","(21,)",0.9554794520547946
"(21, 27, 447)","(25,)",0.9581043956043956
"(21, 25, 447)","(27,)",0.9667359667359667
"(27, 447)","(21, 25)",0.9023285899094438
"(25, 447)","(21, 27)",0.8919437340153452
"(21, 447)","(25, 27)",0.898840206185567
"(25, 27, 449)","(21,)",0.9487603305785124
"(21, 27, 449)","(25,)",0.9348534201954397
"(21, 25, 449)","(27,)",0.9712351945854484
"(27, 449)","(21, 25)",0.8736681887366818
"(25, 449)","(21, 27)",0.8817204301075269
"(21, 449)","(25, 27)",0.8885448916408669
"(25, 28, 29)","(21,)",0.8916844349680171
"(21, 28, 29)","(25,)",0.8989681857265692
"(25, 28, 30)","(21,)",0.8538961038961039
"(21, 28, 30)","(25,)",0.8708609271523179
"(25, 28, 67)","(21,)",0.8791469194312796
"(21, 28, 67)","(25,)",0.8939759036144578
"(25, 28, 105)","(21,)",0.8985024958402662
"(21, 28, 105)","(25,)",0.9060402684563759
"(25, 28, 117)","(21,)",0.8781204111600588
"(21, 28, 117)","(25,)",0.8905435591958303
"(25, 28, 119)","(21,)",0.8697916666666666
"(21, 28, 119)","(25,)",0.8752620545073375
"(25, 29, 30)","(21,)",0.8380716934487021
"(21, 29, 30)","(25,)",0.8851174934725848
"(25, 29, 67)","(21,)",0.8673883626522327
"(21, 29, 67)","(25,)",0.8878116343490304
"(25, 29, 117)","(21,)",0.8828828828828829
"(21, 29, 117)","(25,)",0.901840490797546
"(25, 29, 119)","(21,)",0.8461538461538461
"(21, 29, 119)","(25,)",0.8915211970074813
"(25, 29, 353)","(21,)",0.8972772277227723
"(21, 29, 353)","(25,)",0.896168108776267
"(25, 30, 67)","(21,)",0.8402130492676432
"(21, 30, 67)","(25,)",0.8492597577388964
"(25, 30, 105)","(21,)",0.8656174334140436
"(21, 30, 105)","(25,)",0.8794587945879458
"(25, 30, 106)","(21,)",0.8470906630581867
"(21, 30, 106)","(25,)",0.8706536856745479
"(25, 30, 112)","(21,)",0.8633720930232558
"(21, 30, 112)","(25,)",0.8296089385474861
"(25, 30, 119)","(21,)",0.8275862068965517
"(21, 30, 119)","(25,)",0.8692913385826772
"(25, 117, 119)","(21,)",0.8755490483162518
"(21, 117, 119)","(25,)",0.8833087149187593
"(26, 27, 28)","(21,)",0.9345354762838103
"(21, 26, 28)","(27,)",0.9287105570705103
"(26, 27, 29)","(21,)",0.9413254537779654
"(21, 26, 29)","(27,)",0.9354026845637584
"(26, 27, 30)","(21,)",0.9219712525667351
"(21, 26, 30)","(27,)",0.8974017321785477
"(26, 27, 67)","(21,)",0.9331283627978478
"(21, 26, 67)","(27,)",0.9114114114114115
"(26, 27, 105)","(21,)",0.936094674556213
"(21, 26, 105)","(27,)",0.9251461988304094
"(26, 27, 106)","(21,)",0.9392265193370166
"(21, 26, 106)","(27,)",0.9164420485175202
"(26, 27, 117)","(21,)",0.9389044943820225
"(21, 26, 117)","(27,)",0.9138755980861244
"(26, 27, 119)","(21,)",0.9247311827956989
"(21, 26, 119)","(27,)",0.9255605381165919
"(26, 27, 447)","(21,)",0.9594383775351014
"(21, 26, 447)","(27,)",0.9447004608294931
"(26, 447)","(21, 27)",0.7295373665480427
"(27, 28, 29)","(21,)",0.9293408013787161
"(21, 28, 29)","(27,)",0.9273430782459158
"(27, 28, 30)","(21,)",0.9007803790412486
"(21, 28, 30)","(27,)",0.891832229580574
"(27, 28, 67)","(21,)",0.9290953545232273
"(21, 28, 67)","(27,)",0.9156626506024096
"(27, 28, 105)","(21,)",0.9195402298850575
"(21, 28, 105)","(27,)",0.9395973154362416
"(27, 28, 117)","(21,)",0.9255639097744361
"(21, 28, 117)","(27,)",0.9166046165301563
"(27, 28, 119)","(21,)",0.9067085953878407
"(21, 28, 119)","(27,)",0.9067085953878407
"(27, 29, 30)","(21,)",0.8920676202860858
"(21, 29, 30)","(27,)",0.8955613577023499
"(27, 29, 67)","(21,)",0.9134751773049645
"(21, 29, 67)","(27,)",0.8919667590027701
"(27, 29, 105)","(21,)",0.9259896729776248
"(21, 29, 105)","(27,)",0.9405594405594405
"(27, 29, 117)","(21,)",0.9292307692307692
"(21, 29, 117)","(27,)",0.9263803680981595
"(27, 29, 119)","(21,)",0.8969325153374234
"(21, 29, 119)","(27,)",0.9114713216957606
"(27, 29, 353)","(21,)",0.9394703656998739
"(21, 29, 353)","(27,)",0.9208899876390606
"(27, 30, 67)","(21,)",0.9055555555555556
"(21, 30, 67)","(27,)",0.8775235531628532
"(27, 30, 105)","(21,)",0.916256157635468
"(21, 30, 105)","(27,)",0.915129151291513
"(27, 30, 106)","(21,)",0.9085794655414908
"(21, 30, 106)","(27,)",0.8984700973574409
"(27, 30, 112)","(21,)",0.9102941176470588
"(21, 30, 112)","(27,)",0.8645251396648045
"(27, 30, 119)","(21,)",0.8955696202531646
"(21, 30, 119)","(27,)",0.8913385826771654
"(27, 117, 119)","(21,)",0.9216867469879518
"(21, 117, 119)","(27,)",0.9039881831610044
"(27, 117, 386)","(21,)",0.9294320137693631
"(21, 117, 386)","(27,)",0.9045226130653267
"(25, 26, 27)","(24,)",0.9510584250635055
"(24, 26, 27)","(25,)",0.9377191517782602
"(24, 25, 26)","(27,)",0.9606568593910366
"(26, 27)","(24, 25)",0.8761310452418096
"(25, 26)","(24, 27)",0.8736776602364654
"(24, 26)","(25, 27)",0.8559670781893004
"(25, 26, 28)","(24,)",0.9159240604416893
"(24, 26, 28)","(25,)",0.8924122310305775
"(25, 26, 29)","(24,)",0.9317134478424801
"(24, 26, 29)","(25,)",0.9084967320261438
"(25, 26, 30)","(24,)",0.8911745189117452
"(24, 26, 30)","(25,)",0.880655737704918
"(25, 26, 67)","(24,)",0.8866366366366366
"(24, 26, 67)","(25,)",0.8806860551826995
"(25, 26, 105)","(24,)",0.9246171967020024
"(24, 26, 105)","(25,)",0.903337169159954
"(25, 26, 106)","(24,)",0.8909825033647375
"(24, 26, 106)","(25,)",0.8850267379679144
"(25, 26, 117)","(24,)",0.9184519695922598
"(24, 26, 117)","(25,)",0.9059304703476483
"(25, 26, 119)","(24,)",0.9147005444646098
"(24, 26, 119)","(25,)",0.8772845953002611
"(25, 26, 447)","(24,)",0.9410852713178295
"(24, 26, 447)","(25,)",0.9425465838509317
"(26, 447)","(24, 25)",0.7200474495848161
"(25, 27, 28)","(24,)",0.9495065411980721
"(24, 27, 28)","(25,)",0.9383080063506464
"(24, 25, 28)","(27,)",0.9605293707917344
"(27, 28)","(24, 25)",0.874630021141649
"(25, 28)","(24, 27)",0.8627737226277372
"(24, 28)","(25, 27)",0.8434250764525993
"(25, 27, 29)","(24,)",0.9565115185707569
"(24, 27, 29)","(25,)",0.9451800232288037
"(24, 25, 29)","(27,)",0.9623935666982024
"(27, 29)","(24, 25)",0.8886219698624154
"(25, 29)","(24, 27)",0.8728013728013728
"(24, 29)","(25, 27)",0.8595268272074356
"(25, 27, 30)","(24,)",0.9354014598540146
"(24, 27, 30)","(25,)",0.9360847333820307
"(24, 25, 30)","(27,)",0.9492592592592592
"(27, 30)","(24, 25)",0.8500829187396352
"(25, 30)","(24, 27)",0.8165020707231603
"(24, 30)","(25, 27)",0.8204225352112676
"(25, 27, 67)","(24,)",0.9364599092284418
"(24, 27, 67)","(25,)",0.9326971371170266
"(24, 25, 67)","(27,)",0.9489013796627491
"(27, 67)","(24, 25)",0.8526170798898072
"(25, 67)","(24, 27)",0.8198675496688742
"(24, 67)","(25, 27)",0.8187830687830688
"(25, 27, 105)","(24,)",0.9446366782006921
"(24, 27, 105)","(25,)",0.9454545454545454
"(24, 25, 105)","(27,)",0.9672276350752879
"(27, 105)","(24, 25)",0.8739495798319328
"(25, 105)","(24, 27)",0.865979381443299
"(24, 105)","(25, 27)",0.8574793875147232
"(25, 27, 106)","(24,)",0.936
"(24, 27, 106)","(25,)",0.934640522875817
"(24, 25, 106)","(27,)",0.9583023082650782
"(27, 106)","(24, 25)",0.8483849703361899
"(25, 106)","(24, 27)",0.8228900255754475
"(24, 106)","(25, 27)",0.8244714926329276
"(25, 27, 112)","(24,)",0.9310058187863675
"(24, 27, 112)","(25,)",0.9302325581395349
"(24, 25, 112)","(27,)",0.9515717926932881
"(27, 112)","(24, 25)",0.8351976137211037
"(25, 112)","(24, 27)",0.8110065170166546
"(24, 112)","(25, 27)",0.7988587731811697
"(25, 27, 117)","(24,)",0.9480565371024735
"(24, 27, 117)","(25,)",0.9354951185495118
"(24, 25, 117)","(27,)",0.9527698863636364
"(27, 117)","(24, 25)",0.8657631494030332
"(25, 117)","(24, 27)",0.8429154885328307
"(24, 117)","(25, 27)",0.8353051058530511
"(25, 27, 119)","(24,)",0.9393622582331417
"(24, 27, 119)","(25,)",0.9163691993880673
"(24, 25, 119)","(27,)",0.946786090621707
"(27, 119)","(24, 25)",0.8408984557791296
"(25, 119)","(24, 27)",0.821673525377229
"(24, 119)","(25, 27)",0.8025904421616793
"(25, 27, 231)","(24,)",0.9274406332453826
"(24, 27, 231)","(25,)",0.9311258278145695
"(24, 25, 231)","(27,)",0.9311258278145695
"(27, 231)","(24, 25)",0.8319526627218935
"(25, 231)","(24, 27)",0.7742290748898678
"(24, 231)","(25, 27)",0.796149490373726
"(25, 27, 249)","(24,)",0.9363538295577131
"(24, 27, 249)","(25,)",0.9253731343283582
"(24, 25, 249)","(27,)",0.9591160220994475
"(27, 249)","(24, 25)",0.8460038986354775
"(25, 249)","(24, 27)",0.8180961357210179
"(24, 249)","(25, 27)",0.8314176245210728
"(25, 27, 250)","(24,)",0.9347471451876019
"(24, 27, 250)","(25,)",0.9212218649517685
"(24, 25, 250)","(27,)",0.9534109816971714
"(27, 250)","(24, 25)",0.8414096916299559
"(25, 250)","(24, 27)",0.8268398268398268
"(24, 250)","(25, 27)",0.7925311203319502
"(25, 27, 295)","(24,)",0.9367888748419722
"(24, 27, 295)","(25,)",0.9285714285714286
"(24, 25, 295)","(27,)",0.9512195121951219
"(27, 295)","(24, 25)",0.8439635535307517
"(25, 295)","(24, 27)",0.8196902654867256
"(24, 295)","(25, 27)",0.8107221006564551
"(25, 27, 353)","(24,)",0.9448082319925164
"(24, 27, 353)","(25,)",0.9343200740055504
"(24, 25, 353)","(27,)",0.9582542694497154
"(27, 353)","(24, 25)",0.8691910499139415
"(25, 353)","(24, 27)",0.858843537414966
"(24, 353)","(25, 27)",0.8347107438016529
"(25, 27, 355)","(24,)",0.9277238403451996
"(24, 27, 355)","(25,)",0.948180815876516
"(24, 25, 355)","(27,)",0.9502762430939227
"(27, 355)","(24, 25)",0.8574277168494516
"(25, 355)","(24, 27)",0.8245445829338447
"(24, 355)","(25, 27)",0.8439646712463199
"(25, 27, 386)","(24,)",0.938091143594153
"(24, 27, 386)","(25,)",0.9332763045337895
"(24, 25, 386)","(27,)",0.9520069808027923
"(27, 386)","(24, 25)",0.8570306362922231
"(25, 386)","(24, 27)",0.8283978739559605
"(24, 386)","(25, 27)",0.8240181268882175
"(25, 27, 446)","(24,)",0.9476439790575916
"(24, 27, 446)","(25,)",0.9476439790575916
"(24, 25, 446)","(27,)",0.9748653500897666
"(27, 446)","(24, 25)",0.8688
"(25, 446)","(24, 27)",0.8814935064935064
"(24, 446)","(25, 27)",0.861904761904762
"(25, 27, 447)","(24,)",0.9616438356164384
"(24, 27, 447)","(25,)",0.9590163934426229
"(24, 25, 447)","(27,)",0.9669421487603306
"(27, 447)","(24, 25)",0.908150064683053
"(25, 447)","(24, 27)",0.8976982097186701
"(24, 447)","(25, 27)",0.8982725527831094
"(25, 27, 449)","(24,)",0.9421487603305785
"(24, 27, 449)","(25,)",0.9405940594059405
"(24, 25, 449)","(27,)",0.967741935483871
"(27, 449)","(24, 25)",0.867579908675799
"(25, 449)","(24, 27)",0.8755760368663594
"(24, 449)","(25, 27)",0.8755760368663594
"(25, 27, 597)","(24,)",0.9337979094076655
"(24, 27, 597)","(25,)",0.9225473321858864
"(24, 25, 597)","(27,)",0.9554367201426025
"(27, 597)","(24, 25)",0.8361934477379095
"(25, 597)","(24, 27)",0.8310077519379845
"(24, 597)","(25, 27)",0.8121212121212121
"(25, 28, 29)","(24,)",0.915138592750533
"(24, 28, 29)","(25,)",0.8908260689082607
"(25, 28, 30)","(24,)",0.8841991341991342
"(24, 28, 30)","(25,)",0.8728632478632479
"(25, 28, 67)","(24,)",0.8815165876777251
"(24, 28, 67)","(25,)",0.8867699642431466
"(25, 28, 105)","(24,)",0.9217970049916805
"(24, 28, 105)","(25,)",0.8949919224555735
"(25, 28, 117)","(24,)",0.9038179148311307
"(24, 28, 117)","(25,)",0.8792857142857143
"(25, 28, 119)","(24,)",0.8895833333333333
"(24, 28, 119)","(25,)",0.8557114228456913
"(25, 29, 30)","(24,)",0.8850432632880099
"(24, 29, 30)","(25,)",0.8972431077694235
"(25, 29, 67)","(24,)",0.8917456021650879
"(24, 29, 67)","(25,)",0.9002732240437158
"(25, 29, 105)","(24,)",0.9266211604095563
"(24, 29, 105)","(25,)",0.9187817258883249
"(25, 29, 117)","(24,)",0.9151651651651652
"(24, 29, 117)","(25,)",0.9022945965951147
"(25, 29, 119)","(24,)",0.8875739644970414
"(24, 29, 119)","(25,)",0.881316098707403
"(25, 29, 353)","(24,)",0.905940594059406
"(24, 29, 353)","(25,)",0.8915956151035322
"(25, 30, 67)","(24,)",0.8548601864181092
"(24, 30, 67)","(25,)",0.8403141361256544
"(25, 30, 105)","(24,)",0.8813559322033898
"(24, 30, 105)","(25,)",0.883495145631068
"(25, 30, 106)","(24,)",0.8633288227334236
"(24, 30, 106)","(25,)",0.8680272108843538
"(25, 30, 112)","(24,)",0.872093023255814
"(24, 30, 112)","(25,)",0.8253094910591472
"(25, 30, 119)","(24,)",0.841079460269865
"(24, 30, 119)","(25,)",0.848714069591528
"(25, 117, 119)","(24,)",0.8857979502196194
"(24, 117, 119)","(25,)",0.8581560283687943
"(25, 117, 386)","(24,)",0.9036544850498339
"(24, 117, 386)","(25,)",0.8859934853420195
"(26, 27, 28)","(24,)",0.9443355546844375
"(24, 26, 28)","(27,)",0.9093997734994338
"(26, 27, 29)","(24,)",0.9556775010552976
"(24, 26, 29)","(27,)",0.9248366013071896
"(26, 27, 30)","(24,)",0.9322381930184805
"(24, 26, 30)","(27,)",0.8931147540983606
"(26, 27, 67)","(24,)",0.9254419677171407
"(24, 26, 67)","(27,)",0.8978374347501864
"(26, 27, 105)","(24,)",0.9384615384615385
"(24, 26, 105)","(27,)",0.9125431530494822
"(26, 27, 106)","(24,)",0.9350828729281768
"(24, 26, 106)","(27,)",0.9050802139037433
"(26, 27, 117)","(24,)",0.9452247191011236
"(24, 26, 117)","(27,)",0.9175187457396047
"(26, 27, 119)","(24,)",0.9390681003584229
"(24, 26, 119)","(27,)",0.9120974760661444
"(26, 27, 447)","(24,)",0.9625585023400937
"(24, 26, 447)","(27,)",0.9580745341614907
"(26, 447)","(24, 27)",0.7319098457888493
